2024-09-16 15:48:13.847 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: -0.000039 (mean)
2024-09-16 15:48:13.847 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.6.layer.0.SelfAttention.v.weight:
2024-09-16 15:48:13.847 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: -0.000237 (mean)
2024-09-16 15:48:13.847 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: 0.000046 (mean)
2024-09-16 15:48:13.847 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: -0.000241 (mean)
2024-09-16 15:48:13.848 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: 0.000045 (mean)
2024-09-16 15:48:13.849 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.9.layer.0.SelfAttention.o.weight:
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: -0.001823 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.3.layer.0.SelfAttention.o.weight:
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: -0.001825 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.6.layer.0.SelfAttention.o.weight:
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: 0.000020 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: 0.000875 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: 0.000024 (mean)
2024-09-16 15:48:13.850 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: 0.000877 (mean)
2024-09-16 15:48:13.852 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.852 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.9.layer.0.layer_norm.weight:
2024-09-16 15:48:13.852 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: 0.105892 (mean)
2024-09-16 15:48:13.852 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.852 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: 0.105936 (mean)
2024-09-16 15:48:13.852 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.3.layer.0.layer_norm.weight:
2024-09-16 15:48:13.852 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.853 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: 0.062782 (mean)
2024-09-16 15:48:13.853 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.6.layer.0.layer_norm.weight:
2024-09-16 15:48:13.853 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: 0.078344 (mean)
2024-09-16 15:48:13.853 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: 0.063054 (mean)
2024-09-16 15:48:13.853 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: 0.078549 (mean)
2024-09-16 15:48:13.855 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.855 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.9.layer.1.DenseReluDense.wi_0.weight:
2024-09-16 15:48:13.855 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.855 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.3.layer.1.DenseReluDense.wi_0.weight:
2024-09-16 15:48:13.855 | INFO     | retrieval.model_ewc8:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 15:48:13.855 | INFO     | retrieval.model_ewc8:log_ewc_components:392 - Parameter encoder.encoder.block.6.layer.1.DenseReluDense.wi_0.weight:
2024-09-16 15:48:13.856 | INFO     | retrieval.model_ewc8:log_ewc_components:393 -   Current value: -0.000412 (mean)
2024-09-16 15:48:13.856 | INFO     | retrieval.model_ewc8:log_ewc_components:394 -   Previous value: -0.000414 (mean)
