53 - Recall@25_val: 37.38095238095237
2024-08-10 11:25:45.092 | INFO     | retrieval.model:validation_step:353 - Recall@26_val: 37.38095238095237
2024-08-10 11:25:45.092 | INFO     | retrieval.model:validation_step:353 - Recall@27_val: 37.38095238095237
2024-08-10 11:25:45.093 | INFO     | retrieval.model:validation_step:353 - Recall@28_val: 37.38095238095237
2024-08-10 11:25:45.093 | INFO     | retrieval.model:validation_step:353 - Recall@29_val: 37.38095238095237
2024-08-10 11:25:45.094 | INFO     | retrieval.model:validation_step:353 - Recall@30_val: 38.09523809523809
5
2024-08-10 11:25:45.094 | INFO     | retrieval.model:validation_step:353 - Recall@31_val: 39.28571428571428
5
2024-08-10 11:25:45.095 | INFO     | retrieval.model:validation_step:353 - Recall@32_val: 39.28571428571428
5
2024-08-10 11:25:45.095 | INFO     | retrieval.model:validation_step:353 - Recall@33_val: 39.28571428571428
5
2024-08-10 11:25:45.096 | INFO     | retrieval.model:validation_step:353 - Recall@34_val: 41.78571428571428
5
2024-08-10 11:25:45.096 | INFO     | retrieval.model:validation_step:353 - Recall@35_val: 42.67857142857142
2024-08-10 11:25:45.097 | INFO     | retrieval.model:validation_step:353 - Recall@36_val: 42.67857142857142
2024-08-10 11:25:45.097 | INFO     | retrieval.model:validation_step:353 - Recall@37_val: 43.57142857142857
2024-08-10 11:25:45.098 | INFO     | retrieval.model:validation_step:353 - Recall@38_val: 43.57142857142857
2024-08-10 11:25:45.099 | INFO     | retrieval.model:validation_step:353 - Recall@39_val: 43.57142857142857
2024-08-10 11:25:45.099 | INFO     | retrieval.model:validation_step:353 - Recall@40_val: 45.95238095238094
2024-08-10 11:25:45.100 | INFO     | retrieval.model:validation_step:353 - Recall@41_val: 49.52380952380951
2024-08-10 11:25:45.100 | INFO     | retrieval.model:validation_step:353 - Recall@42_val: 49.52380952380951
2024-08-10 11:25:45.101 | INFO     | retrieval.model:validation_step:353 - Recall@43_val: 49.52380952380951
2024-08-10 11:25:45.101 | INFO     | retrieval.model:validation_step:353 - Recall@44_val: 49.52380952380951
2024-08-10 11:25:45.102 | INFO     | retrieval.model:validation_step:353 - Recall@45_val: 49.52380952380951
2024-08-10 11:25:45.102 | INFO     | retrieval.model:validation_step:353 - Recall@46_val: 49.52380952380951
2024-08-10 11:25:45.103 | INFO     | retrieval.model:validation_step:353 - Recall@47_val: 49.52380952380951
2024-08-10 11:25:45.103 | INFO     | retrieval.model:validation_step:353 - Recall@48_val: 49.52380952380951
2024-08-10 11:25:45.104 | INFO     | retrieval.model:validation_step:353 - Recall@49_val: 49.52380952380951
