2024-09-16 07:49:33.471 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.4.layer.1.layer_norm.weight:
2024-09-16 07:49:33.471 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: 0.106752 (mean)
2024-09-16 07:49:33.471 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: 0.107450 (mean)
2024-09-16 07:49:33.472 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.472 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.0.SelfAttention.q.weight:
2024-09-16 07:49:33.472 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: 0.000101 (mean)
2024-09-16 07:49:33.472 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: 0.000105 (mean)
2024-09-16 07:49:33.472 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.472 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.0.SelfAttention.k.weight:
2024-09-16 07:49:33.473 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: -0.000310 (mean)
2024-09-16 07:49:33.473 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: -0.000312 (mean)
2024-09-16 07:49:33.473 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.473 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.0.SelfAttention.v.weight:
2024-09-16 07:49:33.473 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: -0.000033 (mean)
2024-09-16 07:49:33.473 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: -0.000037 (mean)
2024-09-16 07:49:33.474 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.474 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.0.SelfAttention.o.weight:
2024-09-16 07:49:33.474 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: -0.000059 (mean)
2024-09-16 07:49:33.474 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: -0.000062 (mean)
2024-09-16 07:49:33.474 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.474 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.0.layer_norm.weight:
2024-09-16 07:49:33.474 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: 0.070639 (mean)
2024-09-16 07:49:33.475 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: 0.070934 (mean)
2024-09-16 07:49:33.475 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.475 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.1.DenseReluDense.wi_0.weight:
2024-09-16 07:49:33.476 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: -0.000165 (mean)
2024-09-16 07:49:33.476 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: -0.000167 (mean)
2024-09-16 07:49:33.476 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.476 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.1.DenseReluDense.wi_1.weight:
2024-09-16 07:49:33.478 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: -0.000197 (mean)
2024-09-16 07:49:33.478 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: -0.000201 (mean)
2024-09-16 07:49:33.478 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.478 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.1.DenseReluDense.wo.weight:
2024-09-16 07:49:33.479 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: 0.000004 (mean)
2024-09-16 07:49:33.479 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: 0.000002 (mean)
2024-09-16 07:49:33.479 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.479 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.5.layer.1.layer_norm.weight:
2024-09-16 07:49:33.480 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: 0.114531 (mean)
2024-09-16 07:49:33.480 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: 0.115217 (mean)
2024-09-16 07:49:33.480 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
2024-09-16 07:49:33.480 | INFO     | retrieval.model_ewc:log_ewc_components:392 - Parameter encoder.encoder.block.6.layer.0.SelfAttention.q.weight:
2024-09-16 07:49:33.480 | INFO     | retrieval.model_ewc:log_ewc_components:393 -   Current value: 0.000066 (mean)
2024-09-16 07:49:33.480 | INFO     | retrieval.model_ewc:log_ewc_components:394 -   Previous value: 0.000053 (mean)
2024-09-16 07:49:33.481 | INFO     | retrieval.model_ewc:log_ewc_components:395 -   Fisher info: 0.000000 (mean)
