2024-11-01 10:17:22.480 | INFO     | retrieval.model:validation_step:370 - Recall@67_val: 75.43859649122805
2024-11-01 10:17:22.481 | INFO     | retrieval.model:validation_step:370 - Recall@68_val: 75.43859649122805
2024-11-01 10:17:22.481 | INFO     | retrieval.model:validation_step:370 - Recall@69_val: 75.43859649122805
2024-11-01 10:17:22.482 | INFO     | retrieval.model:validation_step:370 - Recall@70_val: 75.43859649122805
2024-11-01 10:17:22.483 | INFO     | retrieval.model:validation_step:370 - Recall@71_val: 75.43859649122805
2024-11-01 10:17:22.484 | INFO     | retrieval.model:validation_step:370 - Recall@72_val: 75.43859649122805
2024-11-01 10:17:22.484 | INFO     | retrieval.model:validation_step:370 - Recall@73_val: 75.43859649122805
2024-11-01 10:17:22.485 | INFO     | retrieval.model:validation_step:370 - Recall@74_val: 75.43859649122805
2024-11-01 10:17:22.486 | INFO     | retrieval.model:validation_step:370 - Recall@75_val: 76.3157894736842
2024-11-01 10:17:22.487 | INFO     | retrieval.model:validation_step:370 - Recall@76_val: 76.3157894736842
2024-11-01 10:17:22.487 | INFO     | retrieval.model:validation_step:370 - Recall@77_val: 78.94736842105262
2024-11-01 10:17:22.488 | INFO     | retrieval.model:validation_step:370 - Recall@78_val: 78.94736842105262
2024-11-01 10:17:22.489 | INFO     | retrieval.model:validation_step:370 - Recall@79_val: 78.94736842105262
2024-11-01 10:17:22.490 | INFO     | retrieval.model:validation_step:370 - Recall@80_val: 78.94736842105262
2024-11-01 10:17:22.490 | INFO     | retrieval.model:validation_step:370 - Recall@81_val: 78.94736842105262
2024-11-01 10:17:22.491 | INFO     | retrieval.model:validation_step:370 - Recall@82_val: 78.94736842105262
2024-11-01 10:17:22.492 | INFO     | retrieval.model:validation_step:370 - Recall@83_val: 78.94736842105262
2024-11-01 10:17:22.493 | INFO     | retrieval.model:validation_step:370 - Recall@84_val: 78.94736842105262
2024-11-01 10:17:22.493 | INFO     | retrieval.model:validation_step:370 - Recall@85_val: 79.47368421052632
2024-11-01 10:17:22.494 | INFO     | retrieval.model:validation_step:370 - Recall@86_val: 79.47368421052632
2024-11-01 10:17:22.495 | INFO     | retrieval.model:validation_step:370 - Recall@87_val: 79.47368421052632
